,Unnamed: 0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation of star ratings,FOG Index,Flesch Reading Ease,ContentDepth,ContentBreadth
566,566,park-plaza-county-hall,"Very good hotel, spacious room with a great view Look forward to staying here again in future",2024-11-11,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,17,21,1.4000000000000004,6.8,79.6,0.6679555120863548,0.827753515639731
567,567,the-clermont-victoria,"Great location, splendid decor in foyerLack of lounge facilities Breakfast room a little basic but actual breakfast excellent",2022-04-20,10.0,8.7,6664,0,1,Very relaxing stay,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,3,18,957,1.3000000000000007,18.31,27.83,1.8691504054109795,0.49529663764367554
568,568,express-hammersmith,"Good location close to Hammersmith Station and a breakfast, albeit of lower quality Its just your average London hotel and doesnt stand out in any either wayThe heaters didnt work and we had to use a mobile heater which was either on super warm or off",2024-10-19,7.0,8.0,8005,0,0,Okay if you plan to sleep only,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,7,46,44,1.0,21.88,41.71,1.3129522637636282,1.252118218216033
569,569,montcalm-chilworth-townhouse,"Good location, neat and cleanOld carpets",2023-09-04,8.0,7.7,9205,0,0,Nice stay,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,2,6,455,0.2999999999999998,9.07,73.85,1.8113416007401562,1.071045686022179
570,570,nyx-hotel-london-by-leonardo-hotels,All the little Extra touches,2024-10-30,10.0,8.4,9394,0,0,"Would stay again due to the location, comfort, staff and extra touches",5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,12,5,33,1.5999999999999996,2.0,66.4,1.482433161029354,1.0173487984002207
571,571,radissonblugrafton,"Location  very good
Room  clean but too small bed for us and size was boxedallocated room better  very small bed for us and boxed room",2021-12-13,2.0,7.9,9315,0,0,"staff was very arrogant, specially reception desk",4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,7,25,1085,5.9,13.2,79.94,1.309075749200649,1.1568166750371358
572,572,zedwell-trocaderor,"It was basic enough, very clean and location was very goodNo restaurant  or bar, hard to get used to no windows throughout the whole hotel, lighting very bad in hotel room",2023-04-04,7.0,7.4,39497,0,0,Good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,1,31,608,0.40000000000000036,13.69,65.39,1.6618865976418085,0.6229774525951453
573,573,parkinternational,"Staff was excellent Very helpful Also the buffet breakfast was very good 
Staff was very professional and always accommodating Would definitely stay here againAbsolutely nothing",2023-11-14,10.0,7.6,6120,0,0,Above excellent,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,2,25,384,2.4000000000000004,18.0,20.72,1.782723923656043,0.5301716398476748
574,574,the-clermont-victoria,V goodLocation of room v hard to find,2022-11-27,9.0,8.7,6664,1,0,V nice  but v v small bathrooom,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,7,8,736,0.3000000000000007,8.2,80.28,1.8325816825439685,1.9055699511633442
575,575,thistletower,"we had a suite, which was lovely, we had a deal with the price  I wouldnt pay the full price for thisThe amount of people using the lifts made it a long wait to get up or down the building, we were on the 11th floor so using the stairs wasnt an option",2022-04-25,9.0,7.7,20956,0,0,I do love this hotel  will definitely be back,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,9,53,952,1.2999999999999998,21.2,51.52,2.1505039665384893,0.38734236744586276
576,576,milleniumgloucester,excellent locationbreakfast not included,2022-03-14,7.0,7.4,15320,0,0,rugby trip  right result,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,4,4,994,0.40000000000000036,31.6,-51.03,1.8324678247964938,0.9665731360203811
577,577,lancaster-gate,"The property was in a fantastic location, 6 minute walk from both Queensway  Lancaster Gate Tube station Set back of the Main Road as well so was nice  quiet at nighttime 
The staff were super friendly  helpful, the hotel itself was pleasant and our family room one double  one single was spacious and provided a great base for us We would definitely reccomend  stay again thank youOur only issue was the heating, we didnt want to leave the overhead heating fan on all night so we turned it off which resulted in us waking up in the night freezing cold But there were spare blankets in the wardrobe",2023-12-13,8.0,7.7,14445,0,0,A great place in a great location Highly reccomend,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,9,108,355,0.2999999999999998,45.79,-21.23,1.226020262519563,0.6547067222296761
578,578,ace,"Good location Comfortable bed,Where to start The communal areas are filthy and need a good update Rooms a bit better but our room had 1 window that wouldnt shut or open and had an open gap at the top of about 2 inches The doors leading to the patio were locked however not fixed into the frame so moved back and forth when pushed with slightest touch Both let in a cold wind all night When I went to let staff know the next morning I was met with being called a liar and a full on scream fest in the lobby in front of other guests by a man claiming to be this manager who then followed me when I retreated  to my car, where he stood in the street banging on windows and shouting, waving himself about and trying to intimidate me and my autistic children when I refused to open the window to him This was despite me saying I wasnt looking for a refund even, but felt these things needed fixing Despite this, he shouted at me multiple times that was all I wanted and was a liar The airconheating didnt work at all and the fan in the ensuite also didnt work The patio outside our room was littered with cigarette butts clearly from people chucking them out from upper floor windows and a cupboard with paint, ladders and building materials left wide open on the same patio Unsafe for kids This same man also said I should do the tissue test ie stand on toilet and place loo roll on it to test suction before I mentioned it and again accused me of lying I have mobility issues, obvious when I am using a walking stick to mobilise and yet he insisted that a guest should do thismobility problems aside, his response was absolutely shocking Breakfast is beyond basic and not enough out for guests who are treated as a massive inconvenience by staff",2022-06-27,1.0,7.7,6277,4,0,Worst Hotel Experience in years,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,5,330,889,6.7,133.7,-246.56,2.288004208974486,0.5366346123454383
579,579,sidneyhotel,convenient locationInside noise was bad late at night even with earplugs slamming doors  partying,2022-05-25,7.0,7.8,12641,1,0,"It was clean, pleasant  the people who work there are very nice",3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,12,14,922,0.7999999999999998,14.17,57.27,1.3240958624311676,1.8987961598984293
580,580,stgileshotel,"The location is excellent The room, while small, was comfySomeone knocked on my door at 830am to clean the room, waking me up",2024-07-30,8.0,7.0,14989,0,0,"Brilliant location, well worth the money",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,6,23,125,1.0,14.42,73.51,1.352133886715149,1.6864277467320983
581,581,nyx-hotel-london-by-leonardo-hotels,Property is lovely and modern Great location and nice bar Staff were very good and helpfulBathrooms are a little bit small,2022-06-14,9.0,8.4,9394,1,0,Gorgeous hotel and great location,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,5,21,902,0.5999999999999996,14.11,58.62,1.003269190147857,0.73485454637628
582,582,nyx-hotel-london-by-leonardo-hotels,"Friendly and helpful staff
Attended for my birthday and I was not disappointed, loved everything about it ",2023-12-22,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,17,346,1.5999999999999996,11.51,54.22,0.9611538758257508,0.700564159002078
583,583,park-plaza-county-hall,Brilliant location on the South Bank  opposite County Hall so great for events there I was upgraded to a room with an incredible view over Waterloo Station and to the Shard beyond Rooms are soundproof so no sound from the trains The staff I encountered were all very friendly  from my welcome at check in to smiles from any other staff member I sawWould be good to offer glass bottles of water rather than the small plastic bottles,2024-11-11,10.0,8.6,11045,0,0,"Great location, friendly staff and amazing views",4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,7,78,21,1.4000000000000004,34.28,9.23,1.224035048670495,1.0490890553965926
584,584,thistletower,"The staff were lovely 
Always willing to help",2023-08-21,7.0,7.7,20956,0,0,Good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,8,469,0.7000000000000002,3.2,80.28,1.250775283850253,1.6337233579992416
585,585,milleniumgloucester,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",2024-10-30,8.0,7.4,15320,1,0,Excellent Staff and Location,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,4,130,33,0.5999999999999996,54.15,-35.1,0.17238576505951383,3.3159623528645175
586,586,hanoverhotel,It was close and friendlyHair dryer didnt work and it was very hot at nights,2023-08-08,6.0,7.8,5613,0,0,Pleasant,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,1,15,482,1.7999999999999998,8.67,81.63,1.4900392096060364,1.5907408936009921
587,587,radissonblugrafton,"Clean room with fridge, fabulous position, friendly staff, delicious breakfastSlightly expensive",2023-08-07,9.0,7.9,9315,0,0,Cant wait to book again,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,5,11,483,1.0999999999999996,22.58,9.55,1.6264315688109023,0.7128776958387355
588,588,zedwell-trocaderor,I liked the comfort of the bed and the bathroom It was also a easy check in processIt wasnt as clean as I wouldve liked A hairdryer would be good and when asked if we can get coffee of premises we were told no while there is a huge coffee place downstairs Wifi didnt work in most areas and a small table or shelf would be useful in the room,2023-02-24,6.0,7.4,39497,0,0,Pleasant,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,1,70,647,1.4000000000000004,28.57,34.27,1.4708361355652175,1.0977861858123543
589,589,norfolktowershotel,"The hotel staff were exceptionally friendly and helpful The hotel is close to Paddington Station, and the bus stops are very nearbyThe room was small Breakfast was limited but tasty nonetheless",2024-01-15,8.0,7.7,9382,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,31,322,0.2999999999999998,16.27,48.47,1.12782133180996,0.5993412853253911
590,590,stgileshotel,Excellent service from the staff including allowing me to check in early Rooms are fine if basic for the price The location is excellent for the West EndBasic for the price Having spent over 200 for one night it was outrageous to have to also pay  albeit only 1 for baggage storage,2024-06-11,8.0,7.0,14989,0,0,Basic for the price,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,4,52,174,1.0,25.42,35.62,1.2020917496266788,0.7160917119197958
591,591,z-trafalgar,"Staff were great, fantastic location, very convenient, and the roomtho basic was ok for the price Fine for 23 nights, and well use it againAlthough we knew it would be basic, just a few minor changes would make the difference1 more hooks etc, and somewhere to hang wet towels 2 theres a very bright green safety light that shone all night, almost bright enough to read  made sleep very difficult 3 a small shelf on the blind side of the bed would be massively convenient",2023-10-07,8.0,8.4,13923,0,0,"Good value, very convenient for everywhere, lovely staff  see notes above",3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,11,85,422,0.40000000000000036,36.82,19.04,0.26030848204939544,1.0203052488248596
592,592,montanahotel,"great location, comfortable clean roomsBut most importantly impeccable customer serviceNothing",2022-03-05,10.0,7.8,6248,0,0,Cant fault it,3,9.0,7.7,8.2,8.2,8.0,9.4,2024-12-16,3,10,1017,2.2,24.0,-14.82,1.5649637700218528,0.5969294075604611
593,593,z-trafalgar,"Location, price and cleanliness were all goodThe bed was so uncomfortably hard and that is a fundamental problem when it is so core to the offering",2024-03-16,3.0,8.4,13923,0,0,Poor,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,26,261,5.4,18.09,53.55,2.051088194869201,0.9221766427301727
594,594,radissonblugrafton,"Good location, easy to get into the central areas of LondonRoom was small, very shabby and hot Air conditioning unit didnt work very effectively  when it was on was way too noisy 

The real issue is the noise from Warren Tube Underground Station which will keep light sleepers awake, along with the underground tannoy which can be heard 

The room itself was tiny, double bed wedged in between a built in wardrobe and the wall Very shabby with the edge of the desk peeling away",2024-07-27,5.0,7.9,9315,1,0,"Very, very mediocre given the cost",4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,6,85,128,2.9000000000000004,36.35,2.12,1.7254351401486079,1.2964233479799745
595,595,z-trafalgar,The hotel was very clean and the staff very helpful and friendlyI was in the disabled room and we asked for another bed to be put in because you dont do twin The bed half blocked the door and I struggled to get my wheelchair through even though I collapsed it every time I was also charged 20 a night extra for the bed I did have a word about this and I was refunded the money,2023-06-25,7.0,8.4,13923,0,0,Good,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,77,526,1.4000000000000004,31.32,27.16,1.6450756319932542,0.8030056949115991
596,596,studios2let,"3th stay here Great location, very clean, friendly staff My go to place to stay in LondonNothing",2024-09-08,10.0,7.6,11670,0,0,Exceptional,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,1,17,85,2.4000000000000004,11.51,71.14,0.7860514167382341,0.7754678643724255
597,597,park-plaza-county-hall,"Extraordinary friendly staff Marta A birthday surprise for my colleague and friend Comfortable beds, very nice view of the London  Eye, quite, and delicious breakfast with fresh fruit I love the hotel I would like to return againNone",2024-01-28,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,38,309,1.4000000000000004,18.36,41.37,0.37616450890509284,0.9634831353132152
598,598,studios2let,"The price we paid for the location was ideal Such a good location for exploring LondonA little dated, but everything was clean and it had all I needed",2022-06-30,9.0,7.6,11670,0,0,Ideal location for exploring London,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,5,28,886,1.4000000000000004,14.06,51.52,0.6680099125878062,1.459617437815799
599,599,lancaster-gate,"Breakfast nice, room nice Location goodWhile the staff were polite, they werent warm or over friendly so for this reason I wouldnt stay again",2022-02-01,6.0,7.7,14445,0,0,"Location good, room nice Staff need to be more friendly  pleasant",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,11,24,1035,1.7000000000000002,11.27,64.04,1.373897181721067,0.6020686535423816
600,600,marlin-waterloo,Great room Fantastic staff Excellent location,2021-12-20,10.0,8.1,10695,0,0,Great room Fantastic staff Excellent location,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,6,6,1078,1.9000000000000004,22.4,31.55,1.6511050022889624,1.0008397719574103
601,601,nyx-hotel-london-by-leonardo-hotels,"Very friendly staff, lovely clean rooms, location was spot on  Cant fault it",2024-01-28,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,13,309,1.5999999999999996,8.28,83.66,0.786057897548947,0.7754641256025333
602,602,hanoverhotel,Room size No phone,2022-06-21,5.0,7.8,5613,0,0,OK price for location,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,4,4,895,2.8,1.6,118.18,1.4824914617760727,1.4806321036704357
603,603,phoenixhotel,extremely clean location fantastic staff very nice in quiet area,2022-01-17,10.0,8.2,5898,0,0,perfect,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,1,10,1050,1.8000000000000007,16.0,52.87,0.7860394036974506,0.7754726267459892
604,604,tavistock,Hotel was clean and centrally located to the places we wished to visit,2023-07-09,10.0,7.7,5932,0,0,Exceptional,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,1,13,512,2.3,11.35,66.74,2.139076394987445,0.8640821363958128
605,605,the-clermont-victoria,Good central locationWish you could enter hotel from the station concourse,2022-11-05,9.0,8.7,6664,0,0,Perfect location for our stay in London Room lovely  Staff very attentive and friendly  All just perfect,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,17,11,758,0.3000000000000007,8.04,51.85,1.2507366525023238,1.473823406886774
606,606,the-clermont-victoria,"booking processNoise from other rooms was v noisy And my colleague in his room said he couldnt get to sleep until v early in the morning because next door room had TV on v v loud, so he rang downstairs 3 times to reception between 11  1130 pm and didnt get an answer He wrote an email subsequently to you to complain, but his matter was brushed aside in the email response in a very arrogant and dismissive manner Not good and v unprofessional",2024-09-11,3.0,8.7,6664,0,0,Disapointing and noisy,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,3,84,82,5.699999999999999,36.46,3.14,1.161468240780623,1.6858788512519767
607,607,sidneyhotel,"Room was nice, beds comfy but pillows too thin Bathroom was spotless clean but tiny and hard to move
Great location from Victoria Station Coffee Shop in the hotel was great with lovely pastries,  good coffee and friendly staff Front desk staff helpful and friendlyBreakfast was terrible but I wasnt expecting much anyway",2024-02-07,7.0,7.8,12641,0,0,Enjoyable,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,53,299,0.7999999999999998,24.22,26.14,0.867309103827377,0.7057501895256827
608,608,radissonblugrafton,"the hotel is right next to the underground which is very convenient We got upgraded to a junior suite too so it was very comfortable as we had 5 nights thereas the furniture was shifted to accommodate the rollaway bed, there was food crumbs on the carpet that was probably left behind by previous occupants and wasnt cleaned 
the shower head and handheld shower tap was also faulty and its not easy to push to keep the water coming from only one source",2023-06-21,8.0,7.9,9315,0,0,very comfortable stay at a very good location,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,8,83,530,0.09999999999999964,37.06,4.15,2.2937830509061437,0.5046439043537265
609,609,radissonblugrafton,"Great room , nice size and bathroom was newly refurbished Breakfast expensive but worth the money Good location and nearby shops and station idealOnly issue was the window blinds  There was a big gap in the middle and around the edges so lots of light streamed in Receptionist didnt seem too surprised when I mentioned it at checkout  ",2024-05-30,8.0,7.9,9315,0,0,Good value for central London,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,5,58,186,0.09999999999999964,26.31,30.54,1.4448141836833595,0.937952251937118
610,610,phoenixhotel,cleanclean,2022-11-05,5.0,8.2,5898,0,0,price is expensive but theres no parking place it should be included parking place as well but the hotel is good,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,21,1,758,3.1999999999999993,0.4,36.62,3.321928094887362,0.3186484231221223
611,611,hanoverhotel,",",2023-02-28,10.0,7.8,5613,0,1,Exceptional,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,1,1,643,2.2,0.0,206.84,3.321928094887362,0.3186484231221223
612,612,the-belgrave,very clean  excellent staffvery helpful,2022-06-14,10.0,8.6,5715,0,0,very enjoyable   good location,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,4,5,902,1.4000000000000004,10.0,66.4,1.4825359991202092,2.215557369226399
613,613,safestay,"The location of the hostel was good, many bus lines run along the street and there is also the metro nearby I liked the curtains on the beds, they give a feeling of greater privacyBathroom cleaning needs to be more frequent, some days the bathroom was very dirty The reception staff do not serve customers well, when I needed to communicate the experience was terrible, people do not respond well and are very rude Furthermore, the hostel reception only accepts cards, but other services such as laundry and lockers use cash, so the customer needs to leave the hostel to exchange money The money issue needs to be reviewed, it causes a lot of inconvenience, if the hostel only uses cards, then install improvements in the service areas I also suggest training attendants to know how to deal with the public and serve people better, at least with education",2023-09-19,6.0,7.1,7703,1,0,Good location but poor service,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02,5,149,440,1.0999999999999996,62.28,-71.31,1.6015055788833008,0.6940896751142397
614,614,zedwell-trocaderor,"Reception staff at check in were going through the motions, did not point out which direction were the elevators to get to my room, expected moreRoom was very sterile with tiled floor throughout it felt like cleaners come in and hose the place down, and no windows, endless monotonous corridors and rooms lacked personality",2022-09-11,6.0,7.4,39497,0,0,I will be looking for something with more personality and comfort,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,11,54,813,1.4000000000000004,26.04,25.13,1.8638521251207172,0.6141154835670385
615,615,parkinternational,Thumbs up,2023-10-18,10.0,7.6,6120,0,0,Exceptional,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,1,2,411,2.4000000000000004,0.8,120.21,3.321928094887362,0.3186484231221223
616,616,studios2let,"Small room but adequate for our 1 night stay, great location short walk to the undergroundSmall room,",2024-06-04,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,2,17,181,0.40000000000000036,13.86,71.14,0.6680098191782251,0.8277273191094017
617,617,radissonblugrafton,Great location and lovely towelsBlinds in bedroom were decorative and not practical as they let light through Bathroom smelt like sewage Shower was either boiling hot or freezing cold and no power,2022-06-03,2.0,7.9,9315,0,0,Very disappointing and not a 4 star hotel as advertised,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,10,32,913,5.9,17.8,47.46,1.8873219085315514,0.7720758430993591
618,618,z-trafalgar,location superb,2023-05-31,8.0,8.4,13923,0,0,love this hotel and location  perfect for a short business stay or even leisure trip,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,15,2,551,0.40000000000000036,20.8,-6.7,1.8324229324760062,1.117375958045604
619,619,express-hammersmith,Convenient location Easy access to rail and shopping areasIts good if they can add few verities to breakfast like mushrooms omelette etc but still  it was a good breakfast,2024-02-24,9.0,8.0,8003,0,0,Friendly staff Clean and spacious room Convenient location Value for money,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,11,29,282,1.0,17.12,50.5,1.4097231074376448,0.593501040415368
620,620,hanoverhotel,"location was good staff were friendlyOur room was in the basement,  the small window looked out to bins piled high with rubbish
Every  9 minutes, the tube went by, and you heard and felt the vibration unfortunately, our stay was for 3 nights we asked to be moved after the first night, but nothing was available until the following  night",2023-03-08,3.0,7.8,5613,0,1,Poor,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,1,60,635,4.8,26.67,27.5,1.5856229626926417,0.4339324849412584
621,621,tavistock,Not applicable ate outRu,2024-08-16,8.0,7.7,5932,0,0,Very good,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,2,4,108,0.2999999999999998,11.6,33.58,3.321928094887362,0.3186484231221223
622,622,astorcourthotel,the locationroom was very small and squishy,2022-06-26,7.0,7.9,7132,0,0,"great location, staff were friendly, everything was clean jrooms are just too small",3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02,13,7,890,0.9000000000000004,8.51,81.29,1.8323121903215296,0.8388729689827823
623,623,studios2let,"I paid extra for a seating area and bearing in mind it was a double room, I expected 2 arm chairs or the sofa which was advertised",2024-04-15,5.0,7.6,11670,0,0,Passable,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,1,27,231,2.5999999999999996,13.76,69.45,0.6679922097624563,1.4596303843447775
624,624,thistletower,"Great hotel, friendly staff, good restaurants and great cocktail barBreakfast can be very busy",2024-08-15,9.0,7.7,20956,0,0,Great hotel with fantastic views of Tower Bridge and London,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,10,14,109,1.2999999999999998,8.46,74.19,0.7860413733506822,0.7754714761567671
625,625,windsorhousehotel,"The location was great for local pubs, shops, and the tube stopThe room was small, constantly damp with mold growing on the ceiling in the shower, the staff was unfriendly, bordering on cold and indifferent, and there is a young boys school next door that is incredibly loud with the sound of screaming children from 7 am to 4 pm This wouldnt be an issue IF the hotel didnt have VERY thin walls, which also lead to noise complaints Ie people talking at a normal volume",2024-06-10,2.0,8.0,6335,1,0,I would absolutely never step foot on this property again,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,10,86,175,6.0,36.73,9.57,2.0710263593923046,0.5537867503396142
626,626,radissonblugrafton,The hotel has a great location for excursions and city tours Three train stations are nearby and right in front of the Hotel is the UndergroundThere is nothing to criticize,2022-06-22,9.0,7.9,9315,0,0,The hotel was an excellent base for a successful weekend,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,10,30,894,1.0999999999999996,17.33,57.95,1.4810480778933355,0.9554923457750462
627,627,milleniumgloucester,"the room setup was very comfortable and spacious Loved the charging facilities next to bed and also the towelling robethe lift system to swipe pass before entering a floor Makes total sense, but no one told us and there werent signs, so we had to work it out for ourselves A little sign inside the lifts would be a massive help",2023-02-21,8.0,7.4,15320,0,0,Very good,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,2,61,650,0.5999999999999996,26.37,34.94,1.9727575503954782,0.8845319594922996
628,628,phoenixhotel,"The hotel itself is classic English, the building makes a slightly older impression Wonderful choice if you are looking for a Hotel like thatThe rooms are very sensitive to noise, unfortunately you can hear every door that closes in the next room",2024-07-13,10.0,8.2,5898,0,0,"Firstclass choice, will definitely go back to this hotel on my next London trip",4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,14,42,142,1.8000000000000007,19.66,37.31,1.239112581495405,1.9081991834082608
629,629,montcalm-chilworth-townhouse,Room location was very okay And breakfast was on point too It was a great experience and excellent location Staffs are very friendly tooNA,2023-06-19,10.0,7.7,9205,0,0,Brilliant ,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,24,532,2.3,14.6,55.58,1.1905918910698634,0.5646883035975041
630,630,crestfieldhotel,Location close to Kings Cross is excellent and the hotel is reasonably priced If you just want somewhere with a bed and a shower to stay overnight then look no further If you want a destination hotel then this is not for youIf you accept what you get for the money there is nothing to fault,2022-07-04,8.0,7.8,6515,0,0,A reasonably priced clean hotel in a perfect location,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,9,56,882,0.20000000000000018,25.26,40.02,1.326621633727057,0.7799729434627358
631,631,lancaster-gate,"The location was pretty central and was within a close enough distance to catch Ubers to main landmarks and tourist attractionsThe price I paid was a little much for what the property offered The tap in our bathroom was watermarked and had limescale, making it look like it hadnt been properly cleaned by the cleaning staff The amenities like tea and coffee were minimal, a room for 2 people only had 2 teabags for a stay of 3 nights which I personally thought was rather poor We booked our room with a quiet area however the walls were paper thin and whoever was in the room above us we could literally hear everything, we were awoken at 5am by them having a shower and using the toilet as the walls and floors were that thin",2022-04-15,7.0,7.7,14445,1,1,For all we really needed the room for ie sleeping in and having a cup of tea here and there it was alright The cleanli,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,25,135,962,0.7000000000000002,56.67,-48.64,1.8996181047434741,0.5347197807139221
632,632,studios2let,Cleaning only after 7 days is too much,2023-04-12,7.0,7.6,11670,0,0,Good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,1,8,600,0.5999999999999996,3.2,80.28,2.3700459672512215,1.1379934334569028
633,633,crestfieldhotel,"Lovely clean room right opposite kings cross,
 easy to get to from Euston l,oads of shops and eateries on doorstep ,easy Access from tube to most of the attractions from kings cross ,highly recommend and definitely book againThe weather",2022-02-15,8.0,7.8,6515,0,0,Very good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,2,39,1021,0.20000000000000018,19.7,48.81,1.2739751925582172,0.7533828818880647
634,634,zedwell-trocaderor,"Location and price were excellent 
Rooms were basic but clean 
Check in was seamless and easyWas good for a short stay but the rooms werent suitable for a longer stay",2024-11-25,8.0,7.4,39497,0,0,Great value for money,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,4,30,7,0.5999999999999996,14.67,66.41,0.5480703274177009,0.8823454081031537
635,635,lancaster-gate,"Fantastic location Clean and comfortable Friendly, helpful staff 
Great breakfastThere was nothing not to like",2023-06-20,10.0,7.7,14445,0,0,Superb hotel for what it cost,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,6,15,531,2.3,16.67,47.79,0.7218287544492282,0.8037230466707225
