,Unnamed: 0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation of star ratings,FOG Index,Flesch Reading Ease,ContentDepth,ContentBreadth
0,0,tavistock,We have stayed here often and it is ideal Location great for walking to and from kings Cross or getting the tube from Russell Square Plenty of places to eat nearby,2024-06-12,9.0,7.7,5932,0,0,Will continue to stay here whenever we visit London,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,9,31,173,1.2999999999999998,13.69,65.39,0.5176759700255801,1.9352041604481667
1,1,stgileshotel,"Its in a very convenient location, my mom whos in her early 60s and I first time in London and we loved this hotel, staff are super friendly and helpfulWe had to wait the elevator for sometimes but it didnt take long so not a big issue",2024-11-27,10.0,7.0,14989,0,0,Cozy and comfortable,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,3,47,5,3.0,22.2,40.69,1.3659244083795083,1.0463585419709227
2,2,montanahotel,The staff were friendlyThe very small bathroom,2024-05-30,6.0,7.8,6248,0,0,We were on the 3rd floor  were not told prior to booking in the lift did not work The bathroom was very small amp,3,9.0,7.7,8.2,8.2,8.0,9.4,2024-12-16,24,7,200,1.7999999999999998,2.8,89.75,1.250888409571337,1.2927628870602288
3,3,z-trafalgar,"Good location, was a 10 minute walk from the theatre 
Clean, functional  certainly adequate for one night
Staff were very helpful and friendly, we were made to feel like nothing was too much troubleNA",2024-09-29,8.0,8.4,13923,0,0,Good functional hotel in great location,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,6,34,64,0.40000000000000036,18.31,53.89,0.466643068340862,0.9203394880889763
4,4,blakemore,You hear a lot of noise from the other room doors and rooms,2023-11-10,7.0,8.3,12340,0,1,Great stay in a clean and tidy hotel,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,8,13,388,1.3000000000000007,5.2,100.58,1.527434281221652,1.582295177664496
5,5,express-hammersmith,"Great location, 2 underground stations in a walking distance 7 minutes direct connections to all most popular London atractions
Great pricevalue relationship
Room was cleaned every dayLack of storage space in the room family room is relatively small and because there is no cabinet or even drawer it was difficult to keep it tidy",2023-02-19,8.0,8.0,8003,0,0,Very good,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,2,54,652,0.0,27.53,16.67,1.242786559358922,1.5475529022735715
6,6,safestay,the location was excellent right by lots of restaurants and relatively close to the city centerit was completely filthy trash everywhere and the bathrooms were not well kept,2022-07-10,3.0,7.1,7703,0,0,i spent as little time as possible at the hostel,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02,10,28,876,4.1,18.34,51.52,1.3641897553895688,0.989879441830451
7,7,alexandra-hotel,"The location, centrally located
Very clean rooms and facilitiesBed was uncomfortable, room was uncharacteristically warm for November and heating wasnt on, not a lot of breakfast options Street noise",2023-11-18,7.0,7.0,6404,0,0,Good,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,1,29,380,0.0,19.88,16.66,1.7722515116859558,0.7278988105975255
8,8,express-hammersmith,Thanks Menino for your efficient help,2024-10-16,8.0,8.0,8005,0,0,Very good,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,2,6,47,0.0,9.07,73.85,1.4825148453395196,2.67542910730664
9,9,crestfieldhotel,The location was perfect for us as we had an early eurostar train to catch so an easy short walk to the stationIt was all good for a short break,2022-05-08,9.0,7.8,6515,0,0,I would come to this hotel again,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,7,30,939,1.2000000000000002,14.67,74.87,0.6221025550581037,1.8686632638705838
10,10,thistletower,"Comfortable bed, like sleeping on a cloud Very clean Location was fantastic Im not one to complain, but at checkin, I really struggled to understand the desk clerk because of the heavy accent The same was true for the breakfast staff the next morningvery, very difficult to understand 
 I ordered a mediumrare steak for my dinner, but it was quite tough For 26, I would expect a highend hotel to serve a nice steak It may have been a oneoff, but that was my experience",2022-10-16,7.0,7.7,20956,1,0,Perfect location with beds like clouds,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,6,85,778,0.7000000000000002,36.82,2.12,0.30697841827116984,0.9971884686858703
11,11,windsorhousehotel,Bed was super comfortable and the bathroom was lovelyLighting was confusing,2022-04-22,8.0,8.0,6335,0,0,Very good,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,2,11,955,0.0,15.31,43.39,1.0853972974372215,1.2285176370718276
12,12,zedwell-trocaderor,Exactly what it looks like in photosClub noise heard nearer the lower floors Defintely ask for a room nearer the top of the building,2023-05-11,7.0,7.4,39497,0,0,Good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,1,24,571,0.40000000000000036,14.6,64.04,0.668008089137902,2.914565923995297
13,13,crestfieldhotel,"Convenience for St Pancras  early EurostarTiny tiny rooms, but did the job",2024-05-31,8.0,7.8,6515,0,0,Perfectly located for an early start on Eurostar,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,8,12,185,0.20000000000000018,8.13,76.22,1.6470976829623878,1.3988107321561192
14,14,blakemore,The property was wellmaintained and very clean the room was as described and well appointed We had daily housekeeping and dining room and bar were comfortable and relaxingOur room wouldnt cool when we first arrived but that was quickly corrected by staff Other than that I have nothing bad to say about the hotel,2024-10-24,9.0,8.3,12340,0,0,We would definitely stay here again and would certainly recommend it to friends and family traveling to London,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,18,54,39,0.6999999999999993,26.79,33.59,0.4074788265309962,2.4549459595942404
15,15,lancaster-gate,"LocationFood, Bed, Staff",2022-04-25,5.0,7.7,14445,0,1,"uncomfortable bed, dinner service was shocking I had finished my meal but my disabled mum was still eating, they come ov",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,21,3,952,2.7,14.53,34.59,1.8324014845598007,1.2506388604861303
16,16,royal-national,We have been several times and its comfortable,2023-11-21,9.0,7.5,9767,0,1,We loved it good area,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02,5,8,377,1.5,8.2,71.82,2.3700933084101403,0.7670134815709756
17,17,crestfieldhotel,"Comfy, friendly staffA lift is needed for upstairs room and to add bfast even if grab to go",2023-12-17,7.0,7.8,6515,0,0,Value for money,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,3,18,351,0.7999999999999998,7.2,87.05,1.2226042277964217,1.2711702157678246
18,18,marlin-waterloo,"I have never stayed in a terrible place before there is always a first time No parking place in front of hotel, lousy welcome, dirty receltion area, lift filthy, bad smell on 4th floor like entering the stinky kitchen of a chinese restaurant the bed was uncomfortable, bathroom semi clean, they clean the room every second day Gosh this is a disasterous place I cant believe I caused this on myself and my familyJust about everything",2022-11-20,1.0,8.1,10695,0,0,Disaster Catastrophy,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,76,743,7.1,33.03,11.26,0.28158378124608985,1.682392544775769
19,19,park-plaza-county-hall,"Very good hotel, spacious room with a great view Look forward to staying here again in future",2024-11-11,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,17,21,1.4000000000000004,6.8,79.6,0.6679555120863548,0.827753515639731
20,20,montcalm-chilworth-townhouse,Everything was perfect cant fault anything and the staff were amazing and very helpful Would 100 stay againNothing,2023-08-04,10.0,7.7,9205,0,0,Perfect location and great hotel and staff,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,7,18,486,2.3,9.42,70.13,0.9611317819636055,0.7005751237935801
21,21,park-plaza-county-hall,The front desk staff were very nice and great with the kids The kids got little activity packs on arrival and got to choose out of a little surprise box which they loved Very clean and large rooms,2024-06-06,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,38,179,1.4000000000000004,16.25,66.75,1.3128930888008687,0.7147967832796212
22,22,park-plaza-county-hall,"Great location, excellent attentive staff and great customer careNothing it was perfect",2024-11-10,10.0,8.6,11045,0,1,From start to finish our stay was perfect we were well looked after and had a fabulous room with a view Would definitel,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,23,12,22,1.4000000000000004,14.8,42.38,0.7217867469019613,1.985311803441594
23,23,lancaster-gate,"Great location
Great breakfast selection
Friendly staff
Quiet roomRoom was a bit tired
Old fashioned hairdryer in the bathroom",2022-10-30,8.0,7.7,14445,0,0,Very good,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,2,19,764,0.2999999999999998,11.81,52.19,1.3084470426415211,0.5414047699143382
24,24,marlin-waterloo,NATge extra bed for kids was unfortunately not in good shape Like sleeping on the rocky mountains,2024-07-14,8.0,8.1,10695,0,0,Overall great place to stay,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,5,17,141,0.09999999999999964,9.15,71.14,0.8641362122570982,1.3498753192732267
25,25,astorcourthotel,location staffwet towels,2022-02-28,6.0,7.9,7132,0,0,great weekend,3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02,2,3,1008,1.9000000000000004,14.53,34.59,1.8327608634064139,1.9035779935307504
26,26,zedwell-trocaderor,"Clean  modern, nice helpful staff, easy check in  out, close to tourist attractions, despite being right in the middle off london  in the middle off the hotel never heard a soundBit of a maze finding the room",2022-08-30,7.0,7.4,39497,0,0,Good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,1,37,825,0.40000000000000036,15.88,50.84,0.4253025436349566,0.9399255896433365
27,27,keystone-house," The room was very small, no space for luggage
 bed was awfully worn out
 rooms where very smelly, like worn shirts or something
 neighbours could be overheard, like they would be in the same room
 completely overpriced",2024-06-01,2.0,7.9,5933,0,0,Never again,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,2,37,184,5.9,15.88,67.76,0.49074619655185037,2.1398074454304576
28,28,studios2let,Excellent location,2023-10-27,9.0,7.6,11670,0,0,Would stay here again,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,4,2,402,1.4000000000000004,40.8,-49.0,1.8323907528317966,1.2506609586972375
29,29,parkinternational,"This is a fab hotel, its my 3rd visit this year  Great location, friendly and polite staff who are very helpful  Rooms clean, breakfast plentifulNothing, everything was just great",2021-12-08,10.0,7.6,6120,0,0,Excellent hotel,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,2,29,1090,2.4000000000000004,14.36,50.5,1.1797706212738328,0.7636538697502514
30,30,marlin-waterloo,Excellent service,2024-10-28,8.0,8.1,10695,0,0,Very good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,2,35,0.09999999999999964,20.8,-6.7,1.8323303340832742,1.2507067290260299
31,31,blakemore,"Breakfast was lovely, room was good and a nice showerIt was a little bit noisy but to be expected in city location",2024-10-21,9.0,8.3,12340,0,0,nice stay,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,22,42,0.6999999999999993,12.44,66.07,0.6221344934947891,1.4855906791800735
32,32,hanoverhotel,Great value for money with comfortable rooms and friendly   accommodating staff The continental breakfast on offer was also good value at 10 The location is also very convenient being close to Victoria StationNo lift but I wouldnt expect one in a building of this age  location The staff did offer to assist with luggage,2024-04-13,8.0,7.8,5613,0,0,Very good,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,2,54,233,0.20000000000000018,26.79,16.67,1.1026297585924065,1.361853011753231
33,33,blakemore,"it is in a quiet location, about 10 minutes walk from the tube lovely to walk through Hyde Park tooour bathroom mirror had a heated area which didnt mist up I told the staff it has been hung upside downunless you are 8feet tall",2022-08-16,8.0,8.3,12340,0,0,long weekend to visit our daughter,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,6,44,839,0.3000000000000007,19.42,52.2,1.3770530286424945,0.6610127149557673
34,34,blakemore,"The wait for breakfast table can sometimes be very long, some food items and cups run out and the staff manning the breakfast room is on the rude side",2024-10-22,8.0,8.3,12340,0,0,Great location but some small improvements needed,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,7,29,41,0.3000000000000007,11.6,75.88,0.5480327646589978,1.7057886816143732
35,35,sidneyhotel,it was comfortable and clean but wish there was a iron in every room instead of the stationwe were in the basement floor the people above us were very annoying,2023-06-07,5.0,7.8,12641,0,0,Passable,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,30,544,2.8,16.0,66.41,0.7218209012379677,1.42930160902665
36,36,radissonblugrafton,"Location, cleanliness, staff, breakfast, everythingNothing",2023-09-12,10.0,7.9,9315,0,1,Great choice of hotel Highly recommend,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,6,5,447,2.0999999999999996,26.0,-35.13,1.2507914518641736,1.292831640963491
37,37,lancaster-gate,convenient to underground Hyde Park just around the corner pleasant staynothing really would of been nice bot yo veen in basement but it was clean tidy ,2024-10-15,9.0,7.7,14445,0,0,pleasant find,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,2,26,48,1.2999999999999998,13.48,62.01,1.3915791943704665,1.1053420458713645
38,38,express-hammersmith,"Clean, comfortable and convenient to get into London to see the sights
Even though on a high street the room was quite, but that also meant there was a good choice of places to eatBreakfast Yes there was a good selection of hot and cold choices which was absolutely fine The servery area was too small and crowded for the   amount of people trying to serve themselves Had to queue on both mornings and to be honest it was a bit stressful and at times dangerous",2022-04-16,9.0,8.0,8003,0,0,Birthday boy treat,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,3,86,961,1.0,36.73,9.57,1.1612441625646273,2.0883585764210184
39,39,cityinnwestminster,locationroom a little small and combined with the price there are small boutique chain that offer better value,2023-05-29,8.0,8.3,7467,0,0,good,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,1,18,553,0.3000000000000007,9.42,61.67,0.7218061157756679,1.4293102322728468
40,40,z-trafalgar,Spotless cleaning Big space for shower and modern looking even though the room is small Happy that coffee and bottled water are available in the room to kick start business meetingsRoom is small,2023-07-29,8.0,8.4,13923,0,0,Great stay for business travellers,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,5,33,492,0.40000000000000036,13.2,54.9,1.3090714393214304,1.9304215977755022
41,41,crestfieldhotel,great room and locationnothing,2022-01-22,10.0,7.8,6515,0,0,pleasant,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,4,1045,2.2,11.6,33.58,1.482487549796671,1.4806346209773917
42,42,milleniumgloucester,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",2024-10-30,8.0,7.4,15320,1,0,Excellent Staff and Location,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,4,130,33,0.5999999999999996,54.15,-35.1,0.17238576505951383,3.3159623528645175
43,43,keystone-house,ValueEverything is at least decent,2023-01-01,8.0,7.9,5933,0,0,Very good,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,2,5,701,0.09999999999999964,10.0,49.48,2.419300252125801,0.7689980107394242
44,44,point-a-london-liverpool-street,LocationRoom,2023-09-27,4.0,7.7,8323,0,0,"Originally given room facing lift  very noisy asked to move room, given another room at very back of hotel with wind",3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02,21,1,432,3.7,40.4,-132.59,2.419265285679184,0.5601013771511084
45,45,express-hammersmith,"Clean comfortable beds Free hot drinks whenever you wanted, staff very helpful Quiet room",2023-09-08,8.0,8.0,8003,0,0,Very good,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,2,14,451,0.0,8.46,65.73,0.6222044795336013,0.848403811466309
46,46,ace,"location was great, amazing staff",2022-06-06,10.0,7.7,6277,0,0,Exceptional,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,1,5,910,2.3,10.0,66.4,1.2507796289348656,0.5834504846244657
47,47,marlin-waterloo,"For such a big hotel, it was lovely and quiet The location is perfect for visiting London Eye etc plus theres an underground station right across the road The staff were lovely, really helpful Rooms are spotless and the beds were so comfyNothing Maybe add some hand soap to the bathroom",2023-11-04,9.0,8.1,10695,0,0,I would definitely stay here again and will recommend it to others A lovely hotel in a great location with really nice,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,22,51,394,0.9000000000000004,23.54,36.63,0.30694491006177943,0.9972036031378736
48,48,windsorhousehotel,All goodAll good,2023-09-04,10.0,8.0,6335,0,0,All good,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,2,3,455,2.0,1.2,119.19,2.419373554050429,0.6558509008872985
49,49,stgileshotel,Location and qualityLifts very poor,2023-12-05,10.0,7.0,14989,0,0,Excellent hotel,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,2,5,363,3.0,10.0,66.4,1.832525754893221,0.9665188860931659
50,50,park-plaza-county-hall,"Great location, excellent attentive staff and great customer careNothing it was perfect",2024-11-10,10.0,8.6,11045,0,1,From start to finish our stay was perfect we were well looked after and had a fabulous room with a view Would definitel,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,23,12,22,1.4000000000000004,14.8,42.38,0.7217867469019613,1.985311803441594
51,51,milleniumgloucester,The noise of the air con unit was annoying  it was outside our room  bathroom could do with an update The air con noise from outside the room,2022-04-23,7.0,7.4,15320,0,0,"Great location , nice hotel",4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,5,28,954,0.40000000000000036,12.63,76.9,0.622136839515885,2.2670310531016886
52,52,thistletower,the viewroom was quite small,2022-03-16,9.0,7.7,20956,0,0,"we had a fabulous time, thank you",4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,7,5,992,1.2999999999999998,2.0,100.24,1.8323970885119398,1.432603193758676
53,53,express-hammersmith,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",2024-10-15,8.0,8.0,8005,0,0,Nice hotel for a stay not to far from central London,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,11,48,48,0.0,21.7,39.68,0.3165280455074356,0.9924961307426916
54,54,lancaster-gate,"Came for the Queens funeral, so we spent only a couple of hours in the room, bed was very comfortable, facilities had all we needed Check in and out was easy and quickNothing",2022-09-20,8.0,7.7,14445,0,0,"Great location 5 mins walk from the tube, 2 minutes walk from Hyde Park, would come again as wa sexc",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,20,33,804,0.2999999999999998,18.05,54.9,1.0897159517494863,0.680459833500049
55,55,thistletower,"The view, of course And the friendly staff",2024-09-27,8.0,7.7,20956,0,0,Very good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,2,8,66,0.2999999999999998,3.2,105.66,1.4824837498903822,0.496008811505891
56,56,milleniumgloucester,Great location and amazing staffSlightly tired decor but everything is still in working order,2024-10-29,7.0,7.4,15320,0,0,Wonderful stay and made to feel welcome by the team,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,10,14,34,0.40000000000000036,11.31,57.27,1.55280069880354,0.8381519263174886
57,57,montcalm-chilworth-townhouse,good location for usthe menu choices,2022-07-11,8.0,7.7,9205,0,0,good night sleep,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,3,6,875,0.2999999999999998,9.07,56.93,1.9373164588834366,0.7537879622681641
58,58,parkinternational,Good value for money Spacious room for London standardsnothing,2023-02-07,8.0,7.6,6120,0,0,recommended,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,1,9,664,0.40000000000000036,8.04,45.42,1.6939844703802034,1.01753777717856
59,59,radissonblugrafton,"fantastic location for exploring , right beside the turn station",2023-04-20,7.0,7.9,9315,0,0,comfortable stay,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,2,10,592,0.9000000000000004,16.93,36.96,1.0853902393655188,1.5767484989166936
60,60,marlin-waterloo,"Location is amazing , and room size was decent And neighbourhood is safe , metro station is just across the roadTo be objective, I will compare this hotel to rest of London hotels I ever stayed,  because there is no doubt that over all standards for hotels in London is well below standards of hotels in rest of Europe  at least  so in principle,  this hotel was good  However the beds could be more comfortable,  and washrooms could have more toiletries",2024-10-23,7.0,8.1,10695,0,0,Good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,1,81,40,1.0999999999999996,34.13,8.21,0.3069338441908591,2.0704280136210658
61,61,safestay,location is goodrude staff and uncomfortable beds,2024-08-01,3.0,7.1,7703,0,0,Poor,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02,1,7,123,4.1,14.23,55.91,1.2508000115666644,0.5834420516232225
62,62,blakemore,As always staff were very friendlythe rooms were very comfortable and breakfast very goodIt was quite noisy on the lower ground floor with lots of chatting and doors banging shut very late at night guests fault not the hotels and also the tv in my room did not work,2023-10-25,9.0,8.3,12340,0,0,Friends night away,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,3,49,404,0.6999999999999993,20.42,55.58,1.2679747105451256,1.5640874323226344
63,63,keystone-house,"In very convenient location Thats allFirst, check in codes start working at exactly 1500 In no place in the world they dont let you in couple of minutes sometimes hours to check in before check in time One needs to stay outside and wait in the cold
No elevators but its ok, room was good size state of the room is horrible Long hairs on the floors, you cant walk in socks otherwise you can just throw them in a bin Bed full of long hairs, pubic hair everywhere Bed not very comfortable 
Windows foggy and full of mold Weird smell in whole place 
Good carpet cleaning and hovering is a MUST in this place",2024-01-01,5.0,7.9,5933,0,1,Ok for a night,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,4,115,336,2.9000000000000004,48.43,-19.88,1.1583923638831097,0.6652044506956064
64,64,lancaster-gate,"As soon as we asked to move room, the staff were incredibly quick and helpful to move into a room that was everything we wanted Great location for any events in Hyde ParkOur room on arrival was tiny and at the back of the hotel beside a building site with drilling works",2023-07-10,8.0,7.7,14445,0,0,Great hotel and location for Hyde Park  once we had our room changed,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,13,52,511,0.2999999999999998,22.34,44.08,0.9824754445050385,1.781054861774566
65,65,thistletower,nice clean and comfortable hotel in a good location no view of the bridge but overlooking marina which was okbreakfast very busy had to wait 5 mins with our plates getting cold for fresh bacon from the last tray not good went elsewhere for the 2nd morning,2023-04-29,8.0,7.7,20956,0,0,made our stay for 2 nights very pleasant,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,8,47,583,0.2999999999999998,23.06,49.15,1.2178675436866848,0.6595291332537848
66,66,alexandra-hotel,Good locationHard Bed Headboard worn out in both rooms I tried No blind or curtain to the window in the bathroom Anyone can see you showering from buildings at the back of the hotel,2022-04-04,5.0,7.0,6404,0,0,"Good location, but no frills hotel that is in need of some maintenance Price high quality low",3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,17,34,973,2.0,15.95,53.89,1.228752244257613,1.3171272658223017
67,67,ace,los serviciosla cafetera estaba sucia,2023-06-17,8.0,7.7,6277,0,0,buenos servicios,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,2,5,534,0.2999999999999998,18.0,32.56,3.321928094887362,0.3186484231221223
68,68,crestfieldhotel,"Exceptionally clean
Easy check inUnfortunately I could not get the water in shower to anything other then luke warm",2024-03-09,8.0,7.8,6515,0,0,Very good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,2,19,268,0.20000000000000018,11.81,43.73,0.8642092504173919,2.0957312768970864
69,69,stgileshotel,staff were friendly and beds were very comfortablerooms are very small and bathroom wasnt the cleanest,2022-02-10,8.0,7.0,14989,0,0,Very good,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,2,16,1026,1.0,8.9,72.16,0.9612088119939021,0.7005309001705174
70,70,zedwell-trocaderor,Great location Easy checkin and out Comfortable and quietA few maintenance niggles I couldnt change the temperature of the aircon in the room the buttons on the control panel didnt work One of the light switches didnt seem to do anything And the button on the front of the tap the onoff switch for the water was loose and fell off,2023-05-30,6.0,7.4,39497,0,0,Good proper maintenance could have made it really good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,9,61,552,1.4000000000000004,27.02,26.48,1.0946564826153589,1.4434083270714047
71,71,express-hammersmith,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",2024-10-15,8.0,8.0,8005,0,0,Nice hotel for a stay not to far from central London,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,11,48,48,0.0,21.7,39.68,0.3165280455074356,0.9924961307426916
72,72,stgileshotel,Breakfast was very good and lots of choice,2023-06-02,8.0,7.0,14989,0,0,Brilliant stay for my 50th Birthday with a friend and I added a third night on too,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,17,8,549,1.0,3.2,105.66,1.2506994249162842,1.2928920665831494
73,73,blakemore,"The Location is amazing, you can walk to Hyde Park, great restaurants and PubsNothing",2024-10-17,10.0,8.3,12340,0,0,Cant wait to go back,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,14,46,1.6999999999999993,11.31,74.19,0.8641514605423329,1.7154932207191742
74,74,zedwell-trocaderor,modern and great locationExtremely basic no furniture in the room whatsoever just mattresses and a shower room,2022-02-26,6.0,7.4,39497,0,0,very basic,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,17,1010,1.4000000000000004,13.86,37.3,0.7860768054757206,0.7754575086297829
75,75,windsorhousehotel,"Very clean and super well located near a tube Bathrooms were nice and everything was newQuite a small space but we understand by London standards, thats a given",2022-06-29,8.0,8.0,6335,1,0,"Clean, new and comfortable",4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,4,28,887,0.0,12.63,59.98,1.0332932804563044,1.2436014001588969
76,76,windsorhousehotel,"i dont like my stay herefirst of all, When i check in, they said i have a free upgrade but the room does not have elevator the elevator is out of order i am travelling with heavy luggage and an elderly When i climbed the ladder and reached the room, i found other guests luggage is already inside the room Clearly they have made a mistake I climbed again and told them what happened I dont want my mother climb again and i told her to wait at the door first They said pls wait a moment and they really made a mistake 

Mistakes happens and i dont think is a big problem I said i dont need a upgrade please just give me a room with elevator They just asked me to wait without a single apology The attitude is so bad  feel like i am the one causing trouble

15 mins passed and my mother still waited at the room door Both of us dont have the progress i asked whats happening now and they just said wait i said my mother is waiting at door step There is no way she climb ups and downs again They finally get me a room in another building I said if anyone free and help me to get the luggage into another building all buildings has door steps in front door They said sorry i dont have people who can help   

ok i carry them by myself to another buildings First, climbing down from one building and up for another building

When i checked out again heavy rain outside, no staff show any willingness to help when they see guests struggling with luggages in the door steps Thank you for the gentleman who is another room guest helping me to get through the steps

i think all the equipments in london hotels is similar but the attitude really makes a hugh difference i would not stay here again and i recommend who are reading this review think twice on booking it",2022-11-19,6.0,8.0,6335,0,0,worst stay in london,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,4,341,744,2.0,137.46,-249.27,0.08946563400673589,3.384120419403888
77,77,astorcourthotel,Slippy flour in bathroom and no safe box in room,2022-07-03,8.0,7.9,7132,0,0,"Very nice, comfortable and really friendly and helpful staff",3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02,9,10,883,0.09999999999999964,4.0,95.17,1.2507962598379359,0.5834410702252576
