,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date
598,studios2let,"The price we paid for the location was ideal Such a good location for exploring LondonA little dated, but everything was clean and it had all I needed",2022-06-30,9.0,7.6,11670,0,0,Ideal location for exploring London,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
599,lancaster-gate,"Breakfast nice, room nice Location goodWhile the staff were polite, they werent warm or over friendly so for this reason I wouldnt stay again",2022-02-01,6.0,7.7,14445,0,0,"Location good, room nice Staff need to be more friendly  pleasant",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
600,marlin-waterloo,Great room Fantastic staff Excellent location,2021-12-20,10.0,8.1,10695,0,0,Great room Fantastic staff Excellent location,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
601,nyx-hotel-london-by-leonardo-hotels,"Very friendly staff, lovely clean rooms, location was spot on  Cant fault it",2024-01-28,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
602,hanoverhotel,Room size No phone,2022-06-21,5.0,7.8,5613,0,0,OK price for location,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02
603,phoenixhotel,extremely clean location fantastic staff very nice in quiet area,2022-01-17,10.0,8.2,5898,0,0,perfect,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
604,tavistock,Hotel was clean and centrally located to the places we wished to visit,2023-07-09,10.0,7.7,5932,0,0,Exceptional,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
605,the-clermont-victoria,Good central locationWish you could enter hotel from the station concourse,2022-11-05,9.0,8.7,6664,0,0,Perfect location for our stay in London Room lovely  Staff very attentive and friendly  All just perfect,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
606,the-clermont-victoria,"booking processNoise from other rooms was v noisy And my colleague in his room said he couldnt get to sleep until v early in the morning because next door room had TV on v v loud, so he rang downstairs 3 times to reception between 11  1130 pm and didnt get an answer He wrote an email subsequently to you to complain, but his matter was brushed aside in the email response in a very arrogant and dismissive manner Not good and v unprofessional",2024-09-11,3.0,8.7,6664,0,0,Disapointing and noisy,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
607,sidneyhotel,"Room was nice, beds comfy but pillows too thin Bathroom was spotless clean but tiny and hard to move
Great location from Victoria Station Coffee Shop in the hotel was great with lovely pastries,  good coffee and friendly staff Front desk staff helpful and friendlyBreakfast was terrible but I wasnt expecting much anyway",2024-02-07,7.0,7.8,12641,0,0,Enjoyable,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
608,radissonblugrafton,"the hotel is right next to the underground which is very convenient We got upgraded to a junior suite too so it was very comfortable as we had 5 nights thereas the furniture was shifted to accommodate the rollaway bed, there was food crumbs on the carpet that was probably left behind by previous occupants and wasnt cleaned 
the shower head and handheld shower tap was also faulty and its not easy to push to keep the water coming from only one source",2023-06-21,8.0,7.9,9315,0,0,very comfortable stay at a very good location,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
609,radissonblugrafton,"Great room , nice size and bathroom was newly refurbished Breakfast expensive but worth the money Good location and nearby shops and station idealOnly issue was the window blinds  There was a big gap in the middle and around the edges so lots of light streamed in Receptionist didnt seem too surprised when I mentioned it at checkout  ",2024-05-30,8.0,7.9,9315,0,0,Good value for central London,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
610,phoenixhotel,cleanclean,2022-11-05,5.0,8.2,5898,0,0,price is expensive but theres no parking place it should be included parking place as well but the hotel is good,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
611,hanoverhotel,",",2023-02-28,10.0,7.8,5613,0,1,Exceptional,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02
612,the-belgrave,very clean  excellent staffvery helpful,2022-06-14,10.0,8.6,5715,0,0,very enjoyable   good location,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
613,safestay,"The location of the hostel was good, many bus lines run along the street and there is also the metro nearby I liked the curtains on the beds, they give a feeling of greater privacyBathroom cleaning needs to be more frequent, some days the bathroom was very dirty The reception staff do not serve customers well, when I needed to communicate the experience was terrible, people do not respond well and are very rude Furthermore, the hostel reception only accepts cards, but other services such as laundry and lockers use cash, so the customer needs to leave the hostel to exchange money The money issue needs to be reviewed, it causes a lot of inconvenience, if the hostel only uses cards, then install improvements in the service areas I also suggest training attendants to know how to deal with the public and serve people better, at least with education",2023-09-19,6.0,7.1,7703,1,0,Good location but poor service,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02
614,zedwell-trocaderor,"Reception staff at check in were going through the motions, did not point out which direction were the elevators to get to my room, expected moreRoom was very sterile with tiled floor throughout it felt like cleaners come in and hose the place down, and no windows, endless monotonous corridors and rooms lacked personality",2022-09-11,6.0,7.4,39497,0,0,I will be looking for something with more personality and comfort,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
615,parkinternational,Thumbs up,2023-10-18,10.0,7.6,6120,0,0,Exceptional,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
616,studios2let,"Small room but adequate for our 1 night stay, great location short walk to the undergroundSmall room,",2024-06-04,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
617,radissonblugrafton,Great location and lovely towelsBlinds in bedroom were decorative and not practical as they let light through Bathroom smelt like sewage Shower was either boiling hot or freezing cold and no power,2022-06-03,2.0,7.9,9315,0,0,Very disappointing and not a 4 star hotel as advertised,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
618,z-trafalgar,location superb,2023-05-31,8.0,8.4,13923,0,0,love this hotel and location  perfect for a short business stay or even leisure trip,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
619,express-hammersmith,Convenient location Easy access to rail and shopping areasIts good if they can add few verities to breakfast like mushrooms omelette etc but still  it was a good breakfast,2024-02-24,9.0,8.0,8003,0,0,Friendly staff Clean and spacious room Convenient location Value for money,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02
620,hanoverhotel,"location was good staff were friendlyOur room was in the basement,  the small window looked out to bins piled high with rubbish
Every  9 minutes, the tube went by, and you heard and felt the vibration unfortunately, our stay was for 3 nights we asked to be moved after the first night, but nothing was available until the following  night",2023-03-08,3.0,7.8,5613,0,1,Poor,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02
621,tavistock,Not applicable ate outRu,2024-08-16,8.0,7.7,5932,0,0,Very good,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
622,astorcourthotel,the locationroom was very small and squishy,2022-06-26,7.0,7.9,7132,0,0,"great location, staff were friendly, everything was clean jrooms are just too small",3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02
623,studios2let,"I paid extra for a seating area and bearing in mind it was a double room, I expected 2 arm chairs or the sofa which was advertised",2024-04-15,5.0,7.6,11670,0,0,Passable,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
624,thistletower,"Great hotel, friendly staff, good restaurants and great cocktail barBreakfast can be very busy",2024-08-15,9.0,7.7,20956,0,0,Great hotel with fantastic views of Tower Bridge and London,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
625,windsorhousehotel,"The location was great for local pubs, shops, and the tube stopThe room was small, constantly damp with mold growing on the ceiling in the shower, the staff was unfriendly, bordering on cold and indifferent, and there is a young boys school next door that is incredibly loud with the sound of screaming children from 7 am to 4 pm This wouldnt be an issue IF the hotel didnt have VERY thin walls, which also lead to noise complaints Ie people talking at a normal volume",2024-06-10,2.0,8.0,6335,1,0,I would absolutely never step foot on this property again,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
626,radissonblugrafton,The hotel has a great location for excursions and city tours Three train stations are nearby and right in front of the Hotel is the UndergroundThere is nothing to criticize,2022-06-22,9.0,7.9,9315,0,0,The hotel was an excellent base for a successful weekend,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
627,milleniumgloucester,"the room setup was very comfortable and spacious Loved the charging facilities next to bed and also the towelling robethe lift system to swipe pass before entering a floor Makes total sense, but no one told us and there werent signs, so we had to work it out for ourselves A little sign inside the lifts would be a massive help",2023-02-21,8.0,7.4,15320,0,0,Very good,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02
628,phoenixhotel,"The hotel itself is classic English, the building makes a slightly older impression Wonderful choice if you are looking for a Hotel like thatThe rooms are very sensitive to noise, unfortunately you can hear every door that closes in the next room",2024-07-13,10.0,8.2,5898,0,0,"Firstclass choice, will definitely go back to this hotel on my next London trip",4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
629,montcalm-chilworth-townhouse,Room location was very okay And breakfast was on point too It was a great experience and excellent location Staffs are very friendly tooNA,2023-06-19,10.0,7.7,9205,0,0,Brilliant ,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
630,crestfieldhotel,Location close to Kings Cross is excellent and the hotel is reasonably priced If you just want somewhere with a bed and a shower to stay overnight then look no further If you want a destination hotel then this is not for youIf you accept what you get for the money there is nothing to fault,2022-07-04,8.0,7.8,6515,0,0,A reasonably priced clean hotel in a perfect location,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
631,lancaster-gate,"The location was pretty central and was within a close enough distance to catch Ubers to main landmarks and tourist attractionsThe price I paid was a little much for what the property offered The tap in our bathroom was watermarked and had limescale, making it look like it hadnt been properly cleaned by the cleaning staff The amenities like tea and coffee were minimal, a room for 2 people only had 2 teabags for a stay of 3 nights which I personally thought was rather poor We booked our room with a quiet area however the walls were paper thin and whoever was in the room above us we could literally hear everything, we were awoken at 5am by them having a shower and using the toilet as the walls and floors were that thin",2022-04-15,7.0,7.7,14445,1,1,For all we really needed the room for ie sleeping in and having a cup of tea here and there it was alright The cleanli,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
632,studios2let,Cleaning only after 7 days is too much,2023-04-12,7.0,7.6,11670,0,0,Good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
633,crestfieldhotel,"Lovely clean room right opposite kings cross,
 easy to get to from Euston l,oads of shops and eateries on doorstep ,easy Access from tube to most of the attractions from kings cross ,highly recommend and definitely book againThe weather",2022-02-15,8.0,7.8,6515,0,0,Very good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
634,zedwell-trocaderor,"Location and price were excellent 
Rooms were basic but clean 
Check in was seamless and easyWas good for a short stay but the rooms werent suitable for a longer stay",2024-11-25,8.0,7.4,39497,0,0,Great value for money,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
635,lancaster-gate,"Fantastic location Clean and comfortable Friendly, helpful staff 
Great breakfastThere was nothing not to like",2023-06-20,10.0,7.7,14445,0,0,Superb hotel for what it cost,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
636,montanahotel,"Best thing about the hotel is the location right outside is the Piccadelli line, that takes you to the Airport and downtown  lots of restaurants and shops outside the hotel, Museums just one block away The staff is very friendly and helpful overall clean hotel nice room, but very small with two beds not much room to move around  beds good soap, lotion, shampoo in the bathroom Extra plus, they have german outlets, incase you forget the converters   only one, very slow elevator, just big enough for 2 people breakfast is plenty, no warm dishes, but you can order cooked breakfast for extra money but there is plenty offered, so for us there was no need  good breads, fresh fruit, etc I will definitly check for availability the next time we come to Londonthe size of the rooms is very small we travelled with our son so 2 beds in one room barley any walking space But for 2 people good",2022-02-22,7.0,7.8,6248,0,0,"Very nice hotel in a great location, will come back",3,9.0,7.7,8.2,8.2,8.0,9.4,2024-12-16
637,norfolktowershotel,"the locationthe behavior of the front desk on the first day was 16 jan late afternoon after 4pm 
they were rude and Not professional and mistaken my payment with other customer name
no one answer the phone at the reception when we discovered a dirt on one of the towel with hair 
the room was so small",2022-01-20,3.0,7.7,9382,1,0,small and not friendly staff,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
